ATENDIMENTO_BAIRRO_NOME,EQUIPAMENTO_URBANO_NOME,FLAG_EQUIPAMENTO_URBANO,FLAG_FLAGRANTE,LOGRADOURO_NOME_CURITIBA,NATUREZA1_DEFESA_CIVIL,NATUREZA1_DESCRICAO,SUBCATEGORIA1_DESCRICAO,NATUREZA2_DEFESA_CIVIL,NATUREZA2_DESCRICAO,SUBCATEGORIA2_DESCRICAO,NATUREZA3_DEFESA_CIVIL,NATUREZA3_DESCRICAO,SUBCATEGORIA3_DESCRICAO,NATUREZA4_DEFESA_CIVIL,NATUREZA4_DESCRICAO,SUBCATEGORIA4_DESCRICAO,NATUREZA5_DEFESA_CIVIL,NATUREZA5_DESCRICAO,SUBCATEGORIA5_DESCRICAO,OCORRENCIA_ANO,OCORRENCIA_CODIGO,OCORRENCIA_DATA,OCORRENCIA_DIA_SEMANA,OCORRENCIA_HORA,OCORRENCIA_MES,OPERACAO_DESCRICAO,ORIGEM_CHAMADO_DESCRICAO,REGIONAL_FATO_NOME,SECRETARIA_NOME
Vista Alegre,,f,NÃO,"Rua Carlos Razera, Curitiba, PR",0,Substância Ilícita,Uso de substância ilícita,,,,,,,,,,,,,2025,05452/2025,16/02/2025,Domingo,12:00:00,2,,153,Santa Felicidade,
Cajuru,,f,NÃO,"Rua João Crysóstomo da Rosa, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,05454/2025,16/02/2025,Domingo,12:32:00,2,,153,Cajuru,
Rebouças,,f,NÃO,"Rua Brasílio Itiberê, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05455/2025,16/02/2025,Domingo,12:54:00,2,,SETRAN,Matriz,
Barreirinha,,f,NÃO,"Rua Montesquieu, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05456/2025,16/02/2025,Domingo,13:14:00,2,,156,Boa Vista,
Centro,,f,NÃO,"Praça Rui Barbosa, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,05457/2025,16/02/2025,Domingo,13:54:00,2,,IMEDIATA,Matriz,
São Miguel,,f,NÃO,"Rua Ângela Ruth Gunia Schiavon, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05459/2025,16/02/2025,Domingo,14:08:00,2,,SETRAN,CIC,
Centro,FEIRA DE ARTESANATO Passeio Público,t,NÃO,"Ciclovia Parque São Lourenço - Passeio Público, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,05464/2025,16/02/2025,Domingo,14:40:00,2,,GM,Matriz,Instituto Municipal de Turismo
Água Verde,,f,NÃO,"Avenida Rep. Argentina, Curitiba, PR",0,ZELADORIA URBANA,Furto de Cabos de Telefonia,,,,,,,,,,,,,2025,05463/2025,16/02/2025,Domingo,14:47:00,2,,153,Portão,
Campo Comprido,,f,NÃO,"Rua Monsenhor Ivo Zanlorenzi, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05460/2025,16/02/2025,Domingo,14:47:00,2,,156,Portão,
Capão Raso,,f,NÃO,"Rua Jaime Rodrigues da Rocha, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,05461/2025,16/02/2025,Domingo,14:49:00,2,,SETRAN,Pinheirinho,
Capão Raso,,f,NÃO,"Rua Eponino Macuco, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,05462/2025,16/02/2025,Domingo,14:51:00,2,,SETRAN,Pinheirinho,
Centro,,f,SIM,"Rua Barão do Rio Branco, Curitiba, PR",0,Desobediência,,,,,,,,,,,,,,2025,05466/2025,16/02/2025,Domingo,15:10:00,2,,IMEDIATA,Matriz,
Umbará,ESCOLA MUNICIPAL PROFESSORA NATHÁLIA DE CONTO COSTA,t,NÃO,"Rua Eduardo Pinto da Rocha, Curitiba, PR",0,Dano,Vandalismo,,,,,,,,,,,,,2025,05465/2025,16/02/2025,Domingo,15:13:00,2,,153,Bairro Novo,Secretaria Municipal da Educação
Tingui,,f,NÃO,"Rua João Batista Trentin, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05467/2025,16/02/2025,Domingo,15:44:00,2,,SETRAN,Boa Vista,
Tatuquara,,f,NÃO,"Rua Jornalista Emílio Zola Florenzano, Curitiba, PR",0,Apoio,Apoio à SMS,,,,,,,,,,,,,2025,05468/2025,16/02/2025,Domingo,15:50:00,2,,GM,Tatuquara,
Santa Quitéria,,f,NÃO,"Rua Pretextato Taborda Júnior, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,05469/2025,16/02/2025,Domingo,16:06:00,2,,153,Portão,
Pilarzinho,,f,NÃO,"Rua Caetano Granato, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,05470/2025,16/02/2025,Domingo,16:27:00,2,,SETRAN,Boa Vista,
Sítio Cercado,,f,NÃO,"Rua Coronel Joaquim Antônio de Azevedo, Curitiba, PR",0,Risco de acidente / à vida,Pipa com cerol,,,,,,,,,,,,,2025,05471/2025,16/02/2025,Domingo,16:35:00,2,,153,Bairro Novo,
Cajuru,,f,NÃO,"Travessa Lins, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,05472/2025,16/02/2025,Domingo,16:43:00,2,,156,Cajuru,
Água Verde,,f,NÃO,"Avenida Rep. Argentina, Curitiba, PR",0,Risco de acidente / à vida,Rabeira em veículo coletivo,,,,,,,,,,,,,2025,05476/2025,16/02/2025,Domingo,17:16:00,2,,153,Portão,
Água Verde,,f,NÃO,"Rua Nestor Victor, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05473/2025,16/02/2025,Domingo,17:16:00,2,,156,Portão,
Água Verde,,f,NÃO,"Rua Francisco Negrão, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05474/2025,16/02/2025,Domingo,17:18:00,2,,156,Portão,
Santa Felicidade,,f,NÃO,"Rua José Tomasi, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05475/2025,16/02/2025,Domingo,17:19:00,2,,SETRAN,Santa Felicidade,
Vista Alegre,,f,NÃO,"Rua André Zanetti, Curitiba, PR",0,Agressão física/verbal,Agressão,,,,,,,,,,,,,2025,05477/2025,16/02/2025,Domingo,17:39:00,2,,153,Santa Felicidade,
Novo Mundo,,f,NÃO,"Rua Fioravante Slavieiro, Curitiba, PR",0,Dano,Vandalismo,,,,,,,,,,,,,2025,05478/2025,16/02/2025,Domingo,17:40:00,2,,153,Pinheirinho,
Mossunguê,,f,NÃO,"Rua Walenty Golas, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05479/2025,16/02/2025,Domingo,17:45:00,2,,156,Santa Felicidade,
Santa Cândida,,f,NÃO,"Avenida Marechal Mascarenhas de Moraes, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05480/2025,16/02/2025,Domingo,17:47:00,2,,SETRAN,Boa Vista,
Centro,,f,NÃO,"Rua Luiz Leão, Curitiba, PR",0,Vistoria,,,,,,,,,,,,,,2025,05485/2025,16/02/2025,Domingo,17:50:00,2,,IMEDIATA,Matriz,
Água Verde,,f,NÃO,"Rua Romédio Dorigo, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05481/2025,16/02/2025,Domingo,17:51:00,2,,156,Portão,
Mercês,,f,NÃO,"Avenida Cândido Hartmann, Curitiba, PR",0,Ronda,,,,,,,,,,,,,,2025,05484/2025,16/02/2025,Domingo,17:55:00,2,,153,Matriz,
Bacacheri,,f,NÃO,"Avenida Paraná, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,05482/2025,16/02/2025,Domingo,17:55:00,2,,IMEDIATA,Boa Vista,
Guabirotuba,,f,NÃO,"Rua Cruz e Sousa, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05483/2025,16/02/2025,Domingo,17:57:00,2,,156,Cajuru,
Cajuru,,f,NÃO,"Rua Manoel Kemp, Curitiba, PR",0,Desinteligência,,,,,,,,,,,,,,2025,05487/2025,16/02/2025,Domingo,18:00:00,2,,IMEDIATA,Cajuru,
Juvevê,,f,NÃO,"Rua Marechal Hermes, Curitiba, PR",0,Animais,Cão sem Focinheira,,,,,,,,,,,,,2025,05486/2025,16/02/2025,Domingo,18:04:00,2,,153,Matriz,
Fazendinha,,f,NÃO,"Rua Antônio Dalmarco, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,05488/2025,16/02/2025,Domingo,18:18:00,2,,153,Portão,
Sítio Cercado,,f,NÃO,"Rua dos Pioneiros, Curitiba, PR",0,ZELADORIA URBANA,Furto de Fibra Óptica,,,,,,,,,,,,,2025,05489/2025,16/02/2025,Domingo,18:36:00,2,,153,Bairro Novo,
Jardim Botânico,,f,NÃO,"Embarque Ferroviário, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Elétrica,,,,,,,,,,,,,2025,05490/2025,16/02/2025,Domingo,18:41:00,2,,153,Matriz,
Boa Vista,,f,NÃO,"Rua Francisco Balchak, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05491/2025,16/02/2025,Domingo,18:46:00,2,,SETRAN,Boa Vista,
Cidade Industrial,,f,NÃO,"Rua João Malucelli Neto, Curitiba, PR",0,Apoio,Apoio ao SAMU,,,,,,,,,,,,,2025,05492/2025,16/02/2025,Domingo,18:51:00,2,,SAMU,CIC,
Sítio Cercado,UNIDADE DE PRONTO ATENDIMENTO SÍTIO CERCADO,t,NÃO,"Rua Doutor Levy Buquera, Curitiba, PR",0,Paciente/usuário alterado,,,,,,,,,,,,,,2025,05493/2025,16/02/2025,Domingo,19:01:00,2,,153,Bairro Novo,Secretaria Municipal da Saúde
Boqueirão,,f,NÃO,"Rua da Cidadania do Carmo, Curitiba, PR",0,Apoio,Apoio ao cidadão - ORIENTAÇÃO,,,,,,,,,,,,,2025,05494/2025,16/02/2025,Domingo,19:03:00,2,,IMEDIATA,Boqueirão,
Sítio Cercado,,f,NÃO,"Rua José Bassa, Curitiba, PR",0,Trânsito,CONDUZIR MOTOCICLETA EMPINANDO OU FAZENDO MALABARISMO,,,,,,,,,,,,,2025,05495/2025,16/02/2025,Domingo,19:04:00,2,,CIOSP (190),Bairro Novo,
Capão Raso,,f,NÃO,"Rua José Rodrigues Pinheiro, Curitiba, PR",0,Veículo,Situação irregular,,,,,,,,,,,,,2025,05496/2025,16/02/2025,Domingo,19:22:00,2,,153,Pinheirinho,
Boqueirão,,f,NÃO,"Rua Diogo Mugiatti, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05497/2025,16/02/2025,Domingo,19:24:00,2,,156,Boqueirão,
Sítio Cercado,,f,NÃO,"Rua Doutor Pedro Darcy de Souza, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05499/2025,16/02/2025,Domingo,19:31:00,2,,SETRAN,Bairro Novo,
Boqueirão,,f,NÃO,"Rua Anne Frank, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05500/2025,16/02/2025,Domingo,19:34:00,2,,SETRAN,Boqueirão,
Guabirotuba,,f,NÃO,"Rua Lourival Schilipak, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,05501/2025,16/02/2025,Domingo,19:46:00,2,,153,Cajuru,
Novo Mundo,,f,NÃO,"Rua Irene de Oliveira Correa, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,05502/2025,16/02/2025,Domingo,20:08:00,2,,153,Pinheirinho,
Vila Izabel,,f,NÃO,"Avenida Água Verde, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,05503/2025,16/02/2025,Domingo,21:11:00,2,,SETRAN,Portão,
Sítio Cercado,,f,NÃO,"Rua Tijucas do Sul, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05505/2025,16/02/2025,Domingo,21:32:00,2,,SETRAN,Bairro Novo,
Novo Mundo,,f,NÃO,"Rua Dognor Cunha, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05506/2025,16/02/2025,Domingo,21:35:00,2,,SETRAN,Pinheirinho,
Novo Mundo,,f,NÃO,"Rua Isaac Guelmann, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05507/2025,16/02/2025,Domingo,21:40:00,2,,SETRAN,Pinheirinho,
Santa Cândida,UNIDADE DE ACOLHIMENTO INSTITUCIONAL - ABRIGO INSTITUCIONAL NOVA ESPERANÇA,t,NÃO,"Rua Francisco Favaro, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,05508/2025,16/02/2025,Domingo,21:51:00,2,,153,Boa Vista,Fundação de Ação Social
Pilarzinho,,f,NÃO,"Rua Jornalista Geraldo Russe, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,05509/2025,16/02/2025,Domingo,22:03:00,2,,156,Boa Vista,
Alto Boqueirão,,f,NÃO,"Rua Pastor Antônio Polito, Curitiba, PR",0,Dano,Arrombamento,,,,,,,,,,,,,2025,05510/2025,16/02/2025,Domingo,22:08:00,2,,IMEDIATA,Boqueirão,
Centro,,f,NÃO,"Rua Senador Alencar Guimarães, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,05511/2025,16/02/2025,Domingo,22:26:00,2,,153,Matriz,
Cidade Industrial,,f,NÃO,"Rua Marco Campos, Curitiba, PR",0,Vistoria,,,,,,,,,,,,,,2025,05512/2025,16/02/2025,Domingo,22:31:00,2,,156,CIC,
Tarumã,ABRIGO INSTITUCIONAL ASSOCIAÇÃO BENEFICENTE ENCONTRO COM DEUS 2,t,NÃO,"Rua Raphael Papa, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,05513/2025,16/02/2025,Domingo,22:36:00,2,,153,Cajuru,
Centro,,f,NÃO,"Rua Francisco Torres, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,05514/2025,16/02/2025,Domingo,22:58:00,2,,156,Matriz,
Jardim Botânico,,f,NÃO,"Rua Engenheiro Leão Sounis, Curitiba, PR",0,Apoio,Apoio à SMOP,,,,,,,,,,,,,2025,05515/2025,16/02/2025,Domingo,23:00:00,2,,153,Matriz,
Atuba,,f,NÃO,"Rua Roaldo Brun, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Elétrica,,,,,,,,,,,,,2025,05516/2025,16/02/2025,Domingo,23:30:00,2,,153,Boa Vista,
Xaxim,,f,NÃO,"Rua Laudelino Afonso da Rocha, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,05517/2025,16/02/2025,Domingo,23:34:00,2,,153,Boqueirão,
Novo Mundo,,f,NÃO,"Rua Pedro Gusso, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,05518/2025,16/02/2025,Domingo,23:39:00,2,,153,Pinheirinho,
Centro,,f,NÃO,"Rua São Francisco, Curitiba, PR",0,Perturbação do sossego,,,,,,,,,,,,,,2025,05519/2025,16/02/2025,Domingo,23:57:00,2,,153,Matriz,
Alto da Glória,UNIDADE DE ACOLHIMENTO INSTITUCIONAL - ABRIGO INSTITUCIONAL CASA DO PIÁ 3,t,NÃO,"Rua Mauá, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,05520/2025,17/02/2025,Segunda,00:03:00,2,,153,Matriz,Fundação de Ação Social
Santa Cândida,,f,NÃO,"Rua Thereza Lopes Skroski, Curitiba, PR",0,Queima a céu aberto,,,,,,,,,,,,,,2025,05521/2025,17/02/2025,Segunda,00:07:00,2,,153,Boa Vista,
Guabirotuba,,f,NÃO,"Rua Deputado Leoberto Leal, Curitiba, PR",0,Perturbação do sossego,,,,,,,,,,,,,,2025,05522/2025,17/02/2025,Segunda,00:11:00,2,,153,Cajuru,
Cidade Industrial,,f,NÃO,"Rua Theodoro Locker, Curitiba, PR",0,Perturbação do sossego,,,,,,,,,,,,,,2025,05523/2025,17/02/2025,Segunda,00:59:00,2,,153,CIC,
Tarumã,,f,NÃO,"Marginal da Linha Verde, Curitiba, PR",0,Trânsito,Acidente de trânsito,,,,,,,,,,,,,2025,05524/2025,17/02/2025,Segunda,01:16:00,2,,153,Cajuru,
Tatuquara,,f,NÃO,"Rua Johnny Everson Arendarchuk, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,05525/2025,17/02/2025,Segunda,01:47:00,2,,153,Tatuquara,
Tatuquara,UNIDADE DE SAÚDE MONTEIRO LOBATO,t,NÃO,"Rua Olivio José Rossetti, Curitiba, PR",0,Apoio,Apoio à SMS,,,,,,,,,,,,,2025,05526/2025,17/02/2025,Segunda,01:48:00,2,,153,Tatuquara,Secretaria Municipal da Saúde
Centro,,f,NÃO,"Rua Senador Alencar Guimarães, Curitiba, PR",0,Furto,Equipamento/patrimônio público,,,,,,,,,,,,,2025,05527/2025,17/02/2025,Segunda,04:00:00,2,,153,Matriz,
Tatuquara,,f,NÃO,"Rua Arcesio de Barros Lima, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,05528/2025,17/02/2025,Segunda,06:00:00,2,,IMEDIATA,Tatuquara,
Portão,,f,NÃO,"Rua Eduardo Carlos Pereira, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,05529/2025,17/02/2025,Segunda,07:20:00,2,,156,Portão,
Jardim Botânico,,f,NÃO,"Rua Engenheiros Rebouças, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,05531/2025,17/02/2025,Segunda,07:30:00,2,,GM,Matriz,
Boqueirão,,f,NÃO,"Avenida Marechal Floriano Peixoto, Curitiba, PR",0,Apoio,Apoio ao cidadão - ORIENTAÇÃO,,,,,,,,,,,,,2025,05530/2025,17/02/2025,Segunda,07:40:00,2,,GM,Boqueirão,
Centro,,f,NÃO,"Rua Candido Lopes, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,05532/2025,17/02/2025,Segunda,07:50:00,2,,IMEDIATA,Matriz,
Alto Boqueirão,CENTRO DE EDUCAÇÃO INTEGRAL PROFESSORA MARIA AUGUSTA JOUVE,t,NÃO,"Rua Pastor Antônio Polito, Curitiba, PR",0,Apoio,Apoio à SME,,,,,,,,,,,,,2025,05533/2025,17/02/2025,Segunda,08:02:00,2,,CCO MURALHA DIGITAL,Boqueirão,Secretaria Municipal da Educação
Campo de Santana,,f,NÃO,"Rua Emanoel Ernesto Bertoldi, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,05538/2025,17/02/2025,Segunda,08:30:00,2,,GM,Tatuquara,
Centro,,f,NÃO,"Rua Luiz Leão, Curitiba, PR",0,Apoio,Apoio à SMMA - REDE DE PROTEÇÃO ANIMAL,,,,,,,,,,,,,2025,05599/2025,17/02/2025,Segunda,08:30:00,2,,OFÍCIO,Matriz,
Novo Mundo,,f,NÃO,"Avenida Brasília, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05545/2025,17/02/2025,Segunda,08:31:00,2,,SETRAN,Pinheirinho,
Xaxim,,f,NÃO,"Rua Eneias Almeida Eidam, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,05534/2025,17/02/2025,Segunda,09:05:00,2,,156,Boqueirão,
Xaxim,,f,NÃO,"Rua Waldemar Loureiro Campos, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05536/2025,17/02/2025,Segunda,09:10:00,2,,156,Boqueirão,
Capão Raso,,f,NÃO,"Rua Leon Nícolas, Curitiba, PR",0,Desinteligência,,,,,,,,,,,,,,2025,05537/2025,17/02/2025,Segunda,09:12:00,2,,153,Pinheirinho,
Uberaba,,f,NÃO,"Rua Ivone Espírito Santo Garcia, Curitiba, PR",0,Apoio,Apoio à SMS,,,,,,,,,,,,,2025,05539/2025,17/02/2025,Segunda,09:25:00,2,,153,Cajuru,
Augusta,MÓDULO DA GUARDA MUNICIPAL PARQUE PASSAÚNA,t,NÃO,"Rua Ângelo Marqueto, Curitiba, PR",0,Queima a céu aberto,,,,,,,,,,,,,,2025,05543/2025,17/02/2025,Segunda,09:30:00,2,,IMEDIATA,CIC,Secretaria Municipal de Defesa Social e Trânsito
Capão Raso,TERMINAL PINHEIRINHO,t,NÃO,"Terminal Pinheirinho, Curitiba, PR",0,Invasão,Invasão ao transporte coletivo,,,,,,,,,,,,,2025,05540/2025,17/02/2025,Segunda,09:33:00,2,,153,Pinheirinho,Urbanização de Curitiba S.A.
Rebouças,,f,NÃO,"Rua Lamenha Lins, Curitiba, PR",1,Risco de desabamento / desmoronamento,,,,,,,,,,,,,,2025,00106/2025,17/02/2025,Segunda,09:35:00,2,,153,Matriz,
Capão Raso,,f,NÃO,"Avenida Winston Churchill, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,05541/2025,17/02/2025,Segunda,09:38:00,2,,GM,Pinheirinho,
Boqueirão,,f,NÃO,"Rua Joaquim Cardoso da Silveira, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,05542/2025,17/02/2025,Segunda,09:40:00,2,,BOTÃO DO PÂNICO PATRULHA MARIA DA PENHA,Boqueirão,
Cachoeira,,f,NÃO,"Rua David Bodziak, Curitiba, PR",0,Apoio,Apoio à SME,,,,,,,,,,,,,2025,05548/2025,17/02/2025,Segunda,09:50:00,2,,IMEDIATA,Boa Vista,
Cidade Industrial,,f,NÃO,"Rua Deodato Ribas Sabóia, Curitiba, PR",0,Apoio,Apoio à URBS,,,,,,,,,,,,,2025,05544/2025,17/02/2025,Segunda,10:16:00,2,,153,CIC,
Alto da Rua XV,,f,NÃO,"Rua Flávio Dallegrave, Curitiba, PR",0,Dano,Pichação,,,,,,,,,,,,,2025,05568/2025,17/02/2025,Segunda,10:37:00,2,,156,Matriz,
Campo Comprido,,f,NÃO,"Rua José Américo Tizoni, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05547/2025,17/02/2025,Segunda,11:11:00,2,,SETRAN,Portão,
Cajuru,,f,NÃO,"Travessa Lins, Curitiba, PR",0,Risco de acidente / à vida,Outros,,,,,,,,,,,,,2025,05546/2025,17/02/2025,Segunda,11:17:00,2,,156,Cajuru,
Cidade Industrial,,f,NÃO,"Rua Manoel Valdomiro de Macedo, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05550/2025,17/02/2025,Segunda,11:24:00,2,,SETRAN,CIC,
Tingui,,f,NÃO,"Rua Theodoro Gbur, Curitiba, PR",0,Risco de acidente / à vida,Outros,,,,,,,,,,,,,2025,05549/2025,17/02/2025,Segunda,11:24:00,2,,156,Boa Vista,
Centro,,f,SIM,"Rua Tibagi, Curitiba, PR",0,Furto,Estabelecimento Comercial,,,,,,,,,,,,,2025,05551/2025,17/02/2025,Segunda,11:32:00,2,,IMEDIATA,Matriz,
Xaxim,,f,NÃO,"Rua Vicente Nicolau Kopytowski, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05552/2025,17/02/2025,Segunda,11:35:00,2,,156,Boqueirão,
Uberaba,,f,NÃO,"Rua Ivone Espírito Santo Garcia, Curitiba, PR",0,Desacato,,,,,,,,,,,,,,2025,05553/2025,17/02/2025,Segunda,11:40:00,2,,153,Cajuru,
Parolin,,f,NÃO,"Rua Acácio Correia, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05556/2025,17/02/2025,Segunda,11:43:00,2,,SETRAN,Portão,
Bacacheri,,f,NÃO,"Rua Gago Coutinho, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,05554/2025,17/02/2025,Segunda,11:46:00,2,,156,Boa Vista,
Santa Cândida,,f,NÃO,"Avenida Paraná, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,05555/2025,17/02/2025,Segunda,11:48:00,2,,156,Boa Vista,
Cajuru,,f,NÃO,"Rua Salvador, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,05557/2025,17/02/2025,Segunda,11:55:00,2,,SETRAN,Cajuru,
Santa Felicidade,,f,NÃO,"Terminal Santa Felicidade, Curitiba, PR",0,Apoio,Apoio à outros órgãos,,,,,,,,,,,,,2025,05558/2025,17/02/2025,Segunda,12:08:00,2,,153,Santa Felicidade,
São Francisco,,f,NÃO,"Rua Duque de Caxias, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,05559/2025,17/02/2025,Segunda,12:27:00,2,,153,Matriz,
Tarumã,,f,NÃO,"Rua Monte Castelo, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,05561/2025,17/02/2025,Segunda,12:33:00,2,,SETRAN,Cajuru,
Boqueirão,,f,NÃO,"Rua Oliveira Viana, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,05560/2025,17/02/2025,Segunda,12:34:00,2,,156,Boqueirão,
Cachoeira,,f,NÃO,"Rua David Bodziak, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,05562/2025,17/02/2025,Segunda,12:36:00,2,,153,Boa Vista,
Xaxim,,f,NÃO,"Rua 1º de Maio, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,05563/2025,17/02/2025,Segunda,12:39:00,2,,156,Boqueirão,
Fanny,,f,NÃO,"Rua Hassib Jezzini, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,05564/2025,17/02/2025,Segunda,12:40:00,2,,SETRAN,Pinheirinho,
