ATENDIMENTO_BAIRRO_NOME,EQUIPAMENTO_URBANO_NOME,FLAG_EQUIPAMENTO_URBANO,FLAG_FLAGRANTE,LOGRADOURO_NOME_CURITIBA,NATUREZA1_DEFESA_CIVIL,NATUREZA1_DESCRICAO,SUBCATEGORIA1_DESCRICAO,NATUREZA2_DEFESA_CIVIL,NATUREZA2_DESCRICAO,SUBCATEGORIA2_DESCRICAO,NATUREZA3_DEFESA_CIVIL,NATUREZA3_DESCRICAO,SUBCATEGORIA3_DESCRICAO,NATUREZA4_DEFESA_CIVIL,NATUREZA4_DESCRICAO,SUBCATEGORIA4_DESCRICAO,NATUREZA5_DEFESA_CIVIL,NATUREZA5_DESCRICAO,SUBCATEGORIA5_DESCRICAO,OCORRENCIA_ANO,OCORRENCIA_CODIGO,OCORRENCIA_DATA,OCORRENCIA_DIA_SEMANA,OCORRENCIA_HORA,OCORRENCIA_MES,OPERACAO_DESCRICAO,ORIGEM_CHAMADO_DESCRICAO,REGIONAL_FATO_NOME,SECRETARIA_NOME
Capão Raso,,f,NÃO,"Rua Bortolo Gusso, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,00128/2025,02/01/2025,Quinta,16:45:00,1,,156,Pinheirinho,
Jardim Botânico,MÓDULO DA GUARDA MUNICIPAL JARDIM BOTÂNICO,t,NÃO,"Avenida Prefeito Maurício Fruet, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,00129/2025,02/01/2025,Quinta,16:48:00,1,,153,Matriz,Secretaria Municipal de Defesa Social e Trânsito
Cidade Industrial,,f,NÃO,"Rua Professor Algacyr Munhoz Mader, Curitiba, PR",0,ZELADORIA URBANA,Queda de Árvores,,,,,,,,,,,,,2025,00130/2025,02/01/2025,Quinta,16:51:00,1,,SETRAN,CIC,
Cidade Industrial,,f,NÃO,"Rua Ladislau Luka, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,00131/2025,02/01/2025,Quinta,16:54:00,1,,156,CIC,
Lindóia,,f,NÃO,"Rua Antônio Pires da Silva, Curitiba, PR",0,Agressão física/verbal,Agressão,,,,,,,,,,,,,2025,00132/2025,02/01/2025,Quinta,17:05:00,1,,153,Pinheirinho,
Centro,,f,NÃO,"Praça Tiradentes, Curitiba, PR",0,Substância Ilícita,Uso de substância ilícita,,,,,,,,,,,,,2025,00133/2025,02/01/2025,Quinta,17:21:00,1,,GM,Matriz,
Centro,,f,NÃO,"Rua Treze de Maio, Curitiba, PR",0,Desinteligência,,,,,,,,,,,,,,2025,00137/2025,02/01/2025,Quinta,17:25:00,1,,GM,Matriz,
Santo Inácio,,f,NÃO,"Alameda Ecológica Burle Marx, Curitiba, PR",0,Pesca em local proibido,,,,,,,,,,,,,,2025,00134/2025,02/01/2025,Quinta,17:43:00,1,,153,Santa Felicidade,
Hauer,,f,NÃO,"Rua Carlos de Laet, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,00136/2025,02/01/2025,Quinta,17:52:00,1,,SETRAN,Boqueirão,
Santa Cândida,,f,NÃO,"Rua Vicente José Palazzo, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,00135/2025,02/01/2025,Quinta,17:53:00,1,,156,Boa Vista,
Pinheirinho,,f,NÃO,"Rua Izabel Raksa Voluz, Curitiba, PR",0,Dano,Vandalismo,,,,,,,,,,,,,2025,00138/2025,02/01/2025,Quinta,18:19:00,1,,153,Pinheirinho,
Xaxim,,f,NÃO,"Marginal da Linha Verde, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,00139/2025,02/01/2025,Quinta,18:24:00,1,,SETRAN,Boqueirão,
Cajuru,,f,NÃO,"Rua Profª. Theresinha de Jesus Voigt, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,00140/2025,02/01/2025,Quinta,18:32:00,1,,153,Cajuru,
Cajuru,,f,NÃO,"Rua Colombina Naide, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,00141/2025,02/01/2025,Quinta,19:17:00,1,,153,Cajuru,
Jardim Social,,f,NÃO,"Rua Coronel Romão Rodrigues de Oliveira Branco, Curitiba, PR",1,Fornecimento de Lona,,,,,,,,,,,,,,2025,00003/2025,02/01/2025,Quinta,19:26:00,1,,153,Matriz,
Novo Mundo,,f,NÃO,"Rua João Bonat, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,00142/2025,02/01/2025,Quinta,20:16:00,1,,156,Pinheirinho,
Xaxim,,f,NÃO,"Rua Savério Sevegnani, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,00143/2025,02/01/2025,Quinta,20:30:00,1,,156,Boqueirão,
Barreirinha,,f,NÃO,"Rua Professor Guilherme Butler, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,00144/2025,02/01/2025,Quinta,20:35:00,1,,156,Boa Vista,
Parolin,,f,NÃO,"Rua Acácio Correia, Curitiba, PR",0,Queima a céu aberto,,,,,,,,,,,,,,2025,00145/2025,02/01/2025,Quinta,20:52:00,1,,153,Portão,
Uberaba,,f,NÃO,"Rua Sargento Luíz Gonzaga Martins Ribas, Curitiba, PR",0,Apoio,Apoio ao GM,,,,,,,,,,,,,2025,00146/2025,02/01/2025,Quinta,20:57:00,1,,153,Cajuru,
Cajuru,CENTRO DE ESPORTE E LAZER VILA OFICINAS,t,NÃO,"R. NILTON JOÃO MARCHESINI, Curitiba, PR",0,Perturbação do sossego,,,,,,,,,,,,,,2025,00147/2025,02/01/2025,Quinta,21:15:00,1,,153,Cajuru,"Secretaria Municipal do Esporte, Lazer e Juventude"
Centro,,f,NÃO,"Rua Mariano Torres, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Elétrica,,,,,,,,,,,,,2025,00148/2025,02/01/2025,Quinta,21:32:00,1,,153,Matriz,
São Francisco,"UNIDADE DE INTERESSE DE PRESERVAÇÃO PALÁCIO BELVEDERE, RUÍNAS E PRAÇA JOÃO CÂNDIDO",t,NÃO,"Avenida Jaime Reis, Curitiba, PR",0,Dano,Arrombamento,,,,,,,,,,,,,2025,00149/2025,02/01/2025,Quinta,21:46:00,1,,À VIATURA,Matriz,
Umbará,,f,NÃO,"Rua Edith Barbosa Souto, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,00150/2025,02/01/2025,Quinta,21:52:00,1,,156,Bairro Novo,
Uberaba,,f,NÃO,"Rua Juá, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,00151/2025,02/01/2025,Quinta,22:03:00,1,,156,Cajuru,
Santa Felicidade,,f,NÃO,"Rua José Risseto, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,00152/2025,02/01/2025,Quinta,22:06:00,1,,156,Santa Felicidade,
Vila Izabel,,f,NÃO,"Rua Francisco Zandoná, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra idoso,,,,,,,,,,,,,2025,00153/2025,02/01/2025,Quinta,22:52:00,1,,153,Portão,
Boqueirão,,f,NÃO,"Rua Anne Frank, Curitiba, PR",0,Violação de Medida Protetiva Lei Maria da Penha,,,,,,,,,,,,,,2025,00155/2025,02/01/2025,Quinta,23:36:00,1,,153,Boqueirão,
Centro,,f,NÃO,"Rua Francisco Torres, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,00154/2025,02/01/2025,Quinta,23:41:00,1,,À VIATURA,Matriz,
Parolin,,f,NÃO,"Rua Francisco Parolin, Curitiba, PR",0,Alarmes,,,,,,,,,,,,,,2025,00157/2025,02/01/2025,Quinta,23:49:00,1,,156,Portão,
Cajuru,,f,NÃO,"Rua Reinaldo Issberner, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,00156/2025,03/01/2025,Sexta,00:47:00,1,,IMEDIATA,Cajuru,
Juvevê,,f,NÃO,"Rua Cambará, Curitiba, PR",0,Dano,Pichação,,,,,,,,,,,,,2025,00158/2025,03/01/2025,Sexta,02:17:00,1,,153,Matriz,
Prado Velho,,f,NÃO,"Rua Comendador Roseira, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Semáforos,,,,,,,,,,,,,2025,00159/2025,03/01/2025,Sexta,02:22:00,1,,REDE SOCIAL,Matriz,
Rebouças,,f,NÃO,"Rua Chile, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Elétrica,,,,,,,,,,,,,2025,00160/2025,03/01/2025,Sexta,02:44:00,1,,GM,Matriz,
Bigorrilho,,f,NÃO,"Rua Fernando Simas, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Elétrica,,,,,,,,,,,,,2025,00161/2025,03/01/2025,Sexta,04:59:00,1,,À VIATURA,Matriz,
Cristo Rei,,f,NÃO,"Rua Francisco Alves Guimarães, Curitiba, PR",0,ZELADORIA URBANA,Furto Fiação Semáforos,,,,,,,,,,,,,2025,00162/2025,03/01/2025,Sexta,05:32:00,1,,REDE SOCIAL,Matriz,
Sítio Cercado,ESCOLA MUNICIPAL PAULO ROGÉRIO GUIMARÃES ESMANHOTO,t,NÃO,"Rua Pérola do Oeste, Curitiba, PR",0,Invasão,Invasão de equipamento/patrimônio público,,,,,,,,,,,,,2025,00163/2025,03/01/2025,Sexta,05:52:00,1,,153,Bairro Novo,Secretaria Municipal da Educação
Xaxim,,f,NÃO,"Rua Pedro Weiler, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,00164/2025,03/01/2025,Sexta,06:37:00,1,,156,Boqueirão,
Campina do Siqueira,TERMINAL CAMPINA DO SIQUEIRA,t,NÃO,"Rua Padre Anchieta, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,00165/2025,03/01/2025,Sexta,06:57:00,1,,153,Santa Felicidade,Urbanização de Curitiba S.A.
Cajuru,ESCOLA MUNICIPAL SENADOR ENÉAS FARIA,t,NÃO,"Rua Leonardo Novicki, Curitiba, PR",0,Invasão,Invasão de equipamento/patrimônio público,,,,,,,,,,,,,2025,00166/2025,03/01/2025,Sexta,07:32:00,1,,G5,Cajuru,Secretaria Municipal da Educação
Boqueirão,,f,NÃO,"Rua Bom Jesus de Iguape, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,00167/2025,03/01/2025,Sexta,07:38:00,1,,IMEDIATA,Boqueirão,
Pinheirinho,,f,NÃO,"Rua Andirá, Curitiba, PR",1,Queda de fios de energia,,,,,,,,,,,,,,2025,00004/2025,03/01/2025,Sexta,07:41:00,1,,156,Pinheirinho,
Centro,,f,NÃO,"Avenida Visconde de Guarapuava, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,00168/2025,03/01/2025,Sexta,08:55:00,1,,IMEDIATA,Matriz,
Capão da Imbuia,,f,NÃO,"Rua Octávio Schiavon, Curitiba, PR",0,ZELADORIA URBANA,Furto de Fibra Óptica,,,,,,,,,,,,,2025,00169/2025,03/01/2025,Sexta,09:15:00,1,,SETRAN,Cajuru,
Centro,,f,NÃO,"Rua XV de Novembro, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,00172/2025,03/01/2025,Sexta,09:20:00,1,,IMEDIATA,Matriz,
Capão Raso,UNIDADE DE SAÚDE PARQUE INDUSTRIAL,t,NÃO,"Rua Laudelino Ferreira Lopes, Curitiba, PR",0,Dano,Desordem,,,,,,,,,,,,,2025,00170/2025,03/01/2025,Sexta,09:25:00,1,,153,Pinheirinho,Secretaria Municipal da Saúde
Sítio Cercado,,f,NÃO,"Rua Izaac Ferreira da Cruz, Curitiba, PR",0,Ameaça,,,,,,,,,,,,,,2025,00171/2025,03/01/2025,Sexta,09:30:00,1,,153,Bairro Novo,
Fazendinha,,f,NÃO,"Rua Carlos Klemtz, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,00176/2025,03/01/2025,Sexta,09:35:00,1,,IMEDIATA,Portão,
Pinheirinho,,f,NÃO,"Rua Nicola Pellanda, Curitiba, PR",0,Trânsito,FISCALIZACAO,,,,,,,,,,,,,2025,00174/2025,03/01/2025,Sexta,09:46:00,1,,156,Pinheirinho,
Sítio Cercado,,f,NÃO,"Rua Izaac Ferreira da Cruz, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,00173/2025,03/01/2025,Sexta,09:49:00,1,,SETRAN,Bairro Novo,
Cidade Industrial,,f,NÃO,"Rua Padre Estanislau Piasecki, Curitiba, PR",0,Ronda,,,,,,,,,,,,,,2025,00175/2025,03/01/2025,Sexta,09:59:00,1,,153,CIC,
Sítio Cercado,,f,NÃO,"Rua Nova Cantu, Curitiba, PR",0,Apoio,Apoio ao Conselho Tutelar,,,,,,,,,,,,,2025,00183/2025,03/01/2025,Sexta,10:00:00,1,,IMEDIATA,Bairro Novo,
Pinheirinho,,f,NÃO,"Marginal da Linha Verde, Curitiba, PR",0,Desinteligência,,,,,,,,,,,,,,2025,00177/2025,03/01/2025,Sexta,10:10:00,1,,IMEDIATA,Pinheirinho,
Capão Raso,UNIDADE DE PRONTO ATENDIMENTO PINHEIRINHO,t,NÃO,"Rua Leon Nícolas, Curitiba, PR",0,Desinteligência,,,,,,,,,,,,,,2025,00178/2025,03/01/2025,Sexta,10:36:00,1,,153,Pinheirinho,Secretaria Municipal da Saúde
Novo Mundo,,f,NÃO,"Rua Rosalino Mazziotti, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,00179/2025,03/01/2025,Sexta,10:54:00,1,,156,Pinheirinho,
Boqueirão,PARQUE MUNICIPAL DO IGUAÇU - SETOR NÁUTICO,t,NÃO,"Avenida Marechal Floriano Peixoto, Curitiba, PR",0,Pesca em local proibido,,,,,,,,,,,,,,2025,00188/2025,03/01/2025,Sexta,10:55:00,1,,IMEDIATA,Boqueirão,Secretaria Municipal do Meio Ambiente
Alto Boqueirão,,f,NÃO,"Rua João Miqueletto, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,00180/2025,03/01/2025,Sexta,10:56:00,1,,156,Boqueirão,
Centro,,f,NÃO,"Rua Riachuelo, Curitiba, PR",0,Furto,Transeunte,,,,,,,,,,,,,2025,00181/2025,03/01/2025,Sexta,11:00:00,1,,GM,Matriz,
Sítio Cercado,,f,NÃO,"Rua Agudos do Sul, Curitiba, PR",0,Vistoria,,,,,,,,,,,,,,2025,00182/2025,03/01/2025,Sexta,11:18:00,1,,SETRAN,Bairro Novo,
Bom Retiro,HOSPITAL PILAR,t,NÃO,"Avenida Desembargador Hugo Simas, Curitiba, PR",0,Apoio,Apoio ao GM,,,,,,,,,,,,,2025,00184/2025,03/01/2025,Sexta,11:30:00,1,,153,Matriz,
Água Verde,,f,NÃO,"Rua Alferes Ângelo Sampaio, Curitiba, PR",0,Invasão,Invasão de equipamento/patrimônio público,,,,,,,,,,,,,2025,00186/2025,03/01/2025,Sexta,11:36:00,1,,153,Portão,
Sítio Cercado,,f,NÃO,"Rua David Tows, Curitiba, PR",0,Substância Ilícita,Tráfico de drogas,,,,,,,,,,,,,2025,00185/2025,03/01/2025,Sexta,11:43:00,1,,153,Bairro Novo,
Centro,,f,NÃO,"Rua Prefeito João Moreira Garcez, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,00187/2025,03/01/2025,Sexta,12:01:00,1,,À VIATURA,Matriz,
Caximba,,f,NÃO,"Estrada Delegado Bruno de Almeida, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,00193/2025,03/01/2025,Sexta,12:19:00,1,,NRGM,Tatuquara,
Xaxim,,f,NÃO,"Rua Encarnação Dolores Albacete, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,00189/2025,03/01/2025,Sexta,12:46:00,1,,156,Boqueirão,
Cidade Industrial,,f,SIM,"Rua Blumenau, Curitiba, PR",0,Agressão física/verbal,Violência doméstica contra mulher,,,,,,,,,,,,,2025,00190/2025,03/01/2025,Sexta,13:16:00,1,,153,CIC,
Centro,,f,NÃO,"Rua Voluntários da Pátria, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,00191/2025,03/01/2025,Sexta,13:40:00,1,,À VIATURA,Matriz,
Campo Comprido,,f,NÃO,"Rua Mário Zanlorenzi, Curitiba, PR",0,Trânsito,Direção perigosa,,,,,,,,,,,,,2025,00192/2025,03/01/2025,Sexta,13:55:00,1,,153,Portão,
Novo Mundo,,f,NÃO,"Rua Pedro Gusso, Curitiba, PR",0,Trânsito,ESTACIONAR EM GUIA REBAIXADA,,,,,,,,,,,,,2025,00194/2025,03/01/2025,Sexta,14:24:00,1,,SETRAN,Pinheirinho,
Centro,,f,NÃO,"Rua Cândido Lopes, Curitiba, PR",0,Orientação,ORIENTAÇÃO GERAL,,,,,,,,,,,,,2025,00195/2025,03/01/2025,Sexta,14:26:00,1,,À VIATURA,Matriz,
Sítio Cercado,,f,NÃO,"Rua Agenor Antônio Rodrigues, Curitiba, PR",0,Dano,Pichação,,,,,,,,,,,,,2025,00196/2025,03/01/2025,Sexta,14:32:00,1,,153,Bairro Novo,
Guabirotuba,,f,NÃO,"Rua do Ouro, Curitiba, PR",0,Crime ambiental,,,,,,,,,,,,,,2025,00197/2025,03/01/2025,Sexta,14:35:00,1,,153,Cajuru,
Taboão,,f,NÃO,"Rua Frei Bernardino Tomat, Curitiba, PR",0,Apoio,Apoio à FAS,,,,,,,,,,,,,2025,00203/2025,03/01/2025,Sexta,15:00:00,1,,IMEDIATA,Boa Vista,
Capão Raso,,f,NÃO,"Avenida Winston Churchill, Curitiba, PR",0,Apoio,Apoio ao Conselho Tutelar,,,,,,,,,,,,,2025,00199/2025,03/01/2025,Sexta,15:00:00,1,,153,Pinheirinho,
Jardim das Américas,,f,NÃO,"Rua Valfrido Ribeiro de Campos, Curitiba, PR",0,Trânsito,OUTROS,,,,,,,,,,,,,2025,00198/2025,03/01/2025,Sexta,15:08:00,1,,153,Cajuru,
Pinheirinho,,f,NÃO,"Marginal da Linha Verde, Curitiba, PR",0,Trânsito,COLISAO AUTO X AUTO,,,,,,,,,,,,,2025,00200/2025,03/01/2025,Sexta,15:25:00,1,,CORPO DE BOMBEIROS,Pinheirinho,
Fazendinha,HORTA INSTITUCIONAL ASSOCIAÇÃO LAR CRIANÇARTEIRA,t,NÃO,"Rua Ary Rolim Costa, Curitiba, PR",0,Fundada Suspeita (Abordagem),Abordagem a pessoa,,,,,,,,,,,,,2025,00201/2025,03/01/2025,Sexta,15:32:00,1,,153,Portão,
Centro,,f,NÃO,"Rua Conselheiro Araújo, Curitiba, PR",0,Apoio,Apoio à outros órgãos,,,,,,,,,,,,,2025,00202/2025,03/01/2025,Sexta,15:34:00,1,,IMEDIATA,Matriz,
Capão Raso,CENTRO DE ESPORTE E LAZER RUA DA CIDADANIA PINHEIRINHO,t,NÃO,"Rua da Cidadania Pinheirinho, Curitiba, PR",0,Apoio,Apoio ao Conselho Tutelar,,,,,,,,,,,,,2025,00204/2025,03/01/2025,Sexta,15:47:00,1,,NRGM,Pinheirinho,"Secretaria Municipal do Esporte, Lazer e Juventude"
Centro,PARQUE PASSEIO PÚBLICO,t,NÃO,"Rua Luiz Leão, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,00207/2025,03/01/2025,Sexta,16:00:00,1,,IMEDIATA,Matriz,Secretaria Municipal do Meio Ambiente
Cajuru,ESTAÇÃO TUBO TEÓFILO OTONI 1,t,NÃO,"Canaleta Exclusiva BRT, Curitiba, PR",0,Trânsito,Acidente de trânsito,,,,,,,,,,,,,2025,00210/2025,03/01/2025,Sexta,16:00:00,1,,IMEDIATA,Cajuru,Urbanização de Curitiba S.A.
Campina do Siqueira,,f,NÃO,"Rua Martha Cruz Lima Ratton, Curitiba, PR",0,Apoio,Apoio ao SAMU,,,,,,,,,,,,,2025,00205/2025,03/01/2025,Sexta,16:18:00,1,,SAMU,Santa Felicidade,
Parolin,,f,NÃO,"Rua Doutor Carvalho Chaves, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,00206/2025,03/01/2025,Sexta,16:37:00,1,,156,Portão,
Novo Mundo,,f,NÃO,"Rua Doutor Luiz Losso Filho, Curitiba, PR",0,Patrulha Maria da Penha,Atendimento de Medida Protetiva,,,,,,,,,,,,,2025,00209/2025,03/01/2025,Sexta,16:45:00,1,,153,Pinheirinho,
Cajuru,,f,NÃO,"Rua Engenheiro Benjamin de Andrade Mourão, Curitiba, PR",0,Trânsito,FISCALIZACAO,,,,,,,,,,,,,2025,00208/2025,03/01/2025,Sexta,16:45:00,1,,153,Cajuru,
Portão,,f,NÃO,"Avenida República Argentina, Curitiba, PR",0,Apoio,Apoio à SMU,,,,,,,,,,,,,2025,00211/2025,03/01/2025,Sexta,16:59:00,1,,IMEDIATA,Portão,
Centro,,f,NÃO,"Praça General Osório, Curitiba, PR",0,Desinteligência,,,,,,,,,,,,,,2025,00212/2025,03/01/2025,Sexta,17:20:00,1,,IMEDIATA,Matriz,
Tatuquara,,f,NÃO,"Rua João Enéas Ramos de Sá, Curitiba, PR",0,Trânsito,REMOÇÃO DE VEICULO,,,,,,,,,,,,,2025,00213/2025,03/01/2025,Sexta,17:35:00,1,,À VIATURA,Tatuquara,
Centro,PARQUE PASSEIO PÚBLICO,t,NÃO,"Rua Luiz Leão, Curitiba, PR",0,Substância Ilícita,Porte de substância ilícita,,,,,,,,,,,,,2025,00214/2025,03/01/2025,Sexta,17:40:00,1,,IMEDIATA,Matriz,Secretaria Municipal do Meio Ambiente
Bairro Alto,ESTAÇÃO TUBO VILA OLÍMPICA 2,t,NÃO,"Linha Verde, Curitiba, PR",0,Tentativa,Tentativa de invasão transporte coletivo,,,,,,,,,,,,,2025,00215/2025,03/01/2025,Sexta,18:08:00,1,,153,Boa Vista,Urbanização de Curitiba S.A.
Sítio Cercado,,f,NÃO,"Rua Ana Maria Fogiatto, Curitiba, PR",0,Veículo,Recuperação de veículo furtado/roubado,,,,,,,,,,,,,2025,00218/2025,03/01/2025,Sexta,18:55:00,1,,IMEDIATA,Bairro Novo,
Bigorrilho,,f,NÃO,"Rua Padre Anchieta, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,00217/2025,03/01/2025,Sexta,18:56:00,1,,153,Matriz,
São João,PARQUE MUNICIPAL TINGÜI,t,NÃO,"Rua Doutor Mba de Ferrante, Curitiba, PR",0,Trânsito,TRANSITAR EM CICLOVIA/CICLOFAIXA,,,,,,,,,,,,,2025,00219/2025,03/01/2025,Sexta,19:10:00,1,,153,Santa Felicidade,Secretaria Municipal do Meio Ambiente
Rebouças,ESTAÇÃO TUBO PRAÇA EUFRÁSIO CORREIA 1,t,NÃO,"Canaleta Exclusiva BRT, Curitiba, PR",0,Roubo,Transeunte,,,,,,,,,,,,,2025,00220/2025,03/01/2025,Sexta,19:13:00,1,,153,Matriz,Urbanização de Curitiba S.A.
Vila Izabel,,f,NÃO,"Rua Professor Dario Velloso, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,00221/2025,03/01/2025,Sexta,19:17:00,1,,SETRAN,Portão,
Rebouças,,f,NÃO,"Rua Nunes Machado, Curitiba, PR",0,Apoio,Apoio à SMS,,,,,,,,,,,,,2025,00222/2025,03/01/2025,Sexta,19:25:00,1,,153,Matriz,
Tatuquara,,f,NÃO,"Avenida Pero Vaz de Caminha, Curitiba, PR",0,Alarmes,Disparo de Alarme (violação),,,,,,,,,,,,,2025,00223/2025,03/01/2025,Sexta,19:46:00,1,,153,Tatuquara,
São Francisco,,f,SIM,"Praça do Redentor, Curitiba, PR",0,Dano,Pichação,,,,,,,,,,,,,2025,00224/2025,03/01/2025,Sexta,19:48:00,1,,CCO MURALHA DIGITAL,Matriz,
Capão Raso,,f,NÃO,"Rua Bortolo Gusso, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,00225/2025,03/01/2025,Sexta,19:52:00,1,,SETRAN,Pinheirinho,
Cidade Industrial,,f,NÃO,"Avenida Juscelino Kubitschek De Oliveira - Ld, Curitiba, PR",0,Trânsito,OBSTRUÇÃO DE PISTA,,,,,,,,,,,,,2025,00226/2025,03/01/2025,Sexta,19:52:00,1,,156,CIC,
Novo Mundo,,f,NÃO,"Rua Isaac Guelmann, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,00227/2025,03/01/2025,Sexta,19:53:00,1,,156,Pinheirinho,
Novo Mundo,,f,NÃO,"Rua João Bonat, Curitiba, PR",0,Trânsito,ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A,,,,,,,,,,,,,2025,00228/2025,03/01/2025,Sexta,19:55:00,1,,SETRAN,Pinheirinho,
Hauer,,f,NÃO,"Linha Verde, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,00230/2025,03/01/2025,Sexta,19:56:00,1,,156,Boqueirão,
Cajuru,,f,NÃO,"Rua da Trindade, Curitiba, PR",0,Trânsito,PARADA EM CIMA DE PASSEIO/CALÇADA,,,,,,,,,,,,,2025,00229/2025,03/01/2025,Sexta,19:56:00,1,,156,Cajuru,
Alto Boqueirão,,f,NÃO,"Rua Adília Alves Betenheuser, Curitiba, PR",0,Perturbação do sossego,,,,,,,,,,,,,,2025,00231/2025,03/01/2025,Sexta,20:16:00,1,,153,Boqueirão,
Cidade Industrial,,f,NÃO,"Avenida Juscelino Kubitschek de Oliveira (Marginal Leste), Curitiba, PR",0,Queima a céu aberto,,,,,,,,,,,,,,2025,00232/2025,03/01/2025,Sexta,20:33:00,1,,153,CIC,
Fanny,,f,NÃO,"Linha Verde, Curitiba, PR",0,Trânsito,Estacionamento irregular,,,,,,,,,,,,,2025,00233/2025,03/01/2025,Sexta,20:56:00,1,,156,Pinheirinho,
Campo de Santana,,f,NÃO,"Rua Palmyra Crivellaro Bertolde, Curitiba, PR",0,Apoio,Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO,,,,,,,,,,,,,2025,00234/2025,03/01/2025,Sexta,21:03:00,1,,153,Tatuquara,
Campo Comprido,,f,NÃO,"Rua Professor João Falarz, Curitiba, PR",0,Trânsito,ESTACIONAR/PARAR EM LOCAL PROIBIDO PLACA R-06C,,,,,,,,,,,,,2025,00235/2025,03/01/2025,Sexta,21:24:00,1,,SETRAN,Portão,
São Francisco,,f,NÃO,"Avenida Jaime Reis, Curitiba, PR",0,Furto,Transeunte,,,,,,,,,,,,,2025,00237/2025,03/01/2025,Sexta,21:25:00,1,,153,Matriz,
